"";"name";"name_url";"authors";"type";"description";"link_download_citations"
"258";"An evaluation of seed and seedling drought tolerance screening tests in wheat";"https://link.springer.com/article/10.1007/BF00023219";"A. Blum, Bebi Sinmena, O. Ziv in Euphytica (1980)";"Article";"
      Ten spring wheat (Triticum aestivum L. em Thell.) and one durum wheat (Triticum durum
      Desf.) were tested under controlled environments, using polyethylene glycol-6000 (PEG) solutions as the moisture stress induci...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00023219?format=refman&flavour=citation"
"259";"Transfer of the recessive crossability allele kr1 from Chinese Spring into the winter wheat variety Martonvásári 9";"https://link.springer.com/article/10.1007/BF00027480";"Márta Molnár-Láng, Gabriella Linc, József Sutka in Euphytica (1996)";"Article";"
      The recessive of crossability allele kr1 was transferred from the spring wheat variety Chinese Spring (CS) into the winter wheat variety Martonvásári 9 (Mv9) by backcrossing...Kr1 alleles and is heterogeneous at ...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00027480?format=refman&flavour=citation"
"260";"Molecular wheat breeding by direct gene transfer";"https://link.springer.com/article/10.1023/A%3A1018356223333";"H. Lörz, D. Becker, S. Lütticke in Euphytica (1998)";"Article";"
      A method for efficient genetic transformation of wheat has been developed using immature embryos as...2. Homozygous, as well as heterozygous, lines have been followed and analysed genetically at the molecular lev...
    ";"https://citation-needed.springer.com/v2/references/10.1023/A:1018356223333?format=refman&flavour=citation"
"261";"Non-homoeologous wheat-rye chromosomal translocations conferring resistance to greenbug";"https://link.springer.com/article/10.1007/BF01677949";"Bernd Friebe, Wei Zhang, John W. Raupp, Bikram S. Gill, David R. Porter in Euphytica (1995)";"Article";"
      C-banding andin situ...hybridization were used to determine the chromosomal constitution of the greenbug-resistant germplasm GRS 1204. The results showed that this line had the radiation-induced non-homoeologous 
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF01677949?format=refman&flavour=citation"
"262";"Third supplementary list of wheat varieties classified according to their genotype for hybrid necrosis";"https://link.springer.com/article/10.1007/BF00038965";"A. C. Zeven in Euphytica (1968)";"Article";"
      New data about the geographical distribution of necrosis genes support the previous conclusion, viz. the Old World can be divided by a rough line running through the Mediterranean and Black Sea countries to La...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00038965?format=refman&flavour=citation"
"263";"Relationship between cold resistance, heading traits and ear primordia development of wheat cultivars";"https://link.springer.com/article/10.1007/BF00023545";"Masaya Fujita, Naoyuki Kawada, Muhamma Tahir in Euphytica (1992)";"Article";"
      For breeding early heading wheat cultivars with resistance to frost damage which ... assessed using a total of 30 genotypes of wheat (Triticum aestivum...L.) grown in an experiment in Syria. The results of artifi...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00023545?format=refman&flavour=citation"
"264";"Screening for zinc efficiency among wheat relatives and their utilisation for alien gene transfer";"https://link.springer.com/article/10.1023/A%3A1018376827876";"R. Schlegel, I. Cakmak, B. Torun, S. Eker, I. Tolay, H. Ekiz, M. Kalayci… in Euphytica (1998)";"Article";"
      Genetic diversity for micronutrient efficiency among the most highly adapted and advanced hexaploid and tetraploid wheat cultivars in the world is limited compared with alien species of wheat or rye. Therefore, s...
    ";"https://citation-needed.springer.com/v2/references/10.1023/A:1018376827876?format=refman&flavour=citation"
"265";"Aspects of wheat rust research in Australia";"https://link.springer.com/article/10.1023/A%3A1017546506246";"R.A. McIntosh, H.S. Bariana, R.F. Park, C.R. Wellings in Euphytica (2001)";"Article";"
      A National Wheat Rust Control Program, that has operated in ... 1980s to address problems arising from the introductionof wheat stripe rust. A new form of stripe...
    ";"https://citation-needed.springer.com/v2/references/10.1023/A:1017546506246?format=refman&flavour=citation"
"266";"Genetic analysis of resistance to Karnal bunt (Tilletia indica (Mitra)) in bread wheat";"https://link.springer.com/article/10.1007/BF00033765";"Alexei Morgunov, Jorge Montoya, Sanjaya Rajaram in Euphytica (1993)";"Article";"
      An analyis of an F1-based incomplete diallel was conducted involving 11 parents with different levels of resistance to Karnal bunt (Tilletia indica (Mitra)). It demonstrated that general combining ability (GCA) a...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00033765?format=refman&flavour=citation"
"267";"Chromosome and chromosomal arm locations of genes for resistance to Septoria glume blotch in wheat cultivar Cotipora";"https://link.springer.com/article/10.1007/BF00021078";"Xueyi Hu, Dwight Bostwick, Hari Sharma, Herbert Ohm, Gregory Shaner in Euphytica (1996)";"Article";"
      
      Septoria glume blotch, caused by Stagonospora nodorum, is an important disease of wheat (Triticum aestivum). Separate genetic mechanisms were found to control flag leaf and spike resistance. Genes for resistance...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00021078?format=refman&flavour=citation"
"268";"Current status of wide hybridization in wheat";"https://link.springer.com/article/10.1007/BF00036860";"H. C. Sharma, B. S. Gill in Euphytica (1983)";"Article";"
      Current status of wide hybridization in wheat is considered in the light of the ... to provide update information regarding wide crosses in wheat. Barriers to wide hybridization and progress made...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00036860?format=refman&flavour=citation"
"269";"Breeding for hard red winter wheat cultivars adapted to conventional-till and no-till systems in northern latitudes";"https://link.springer.com/article/10.1007/BF00035340";"D. J. Cox in Euphytica (1991)";"Article";"
      Conservation tillage in the Great Plains of North America has increased in recent years, in part, to control soil erosion, increase soil water storage and reduce production costs. No-till production is recommende...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00035340?format=refman&flavour=citation"
"270";"Directions in breeding for winter wheat yield and quality in South Africa from 1930 to 1990";"https://link.springer.com/article/10.1007/BF00028712";"D. van Lill, J. L. Purchase in Euphytica (1995)";"Article";"
      Changes in the genetic yield and quality potential of South African winter wheat cultivars since 1930 were investigated by means ... quality improved by 20%. The genetic winter wheat potential advanced significan...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00028712?format=refman&flavour=citation"
"271";"The effects of whole chromosome substitutions differing in alleles for hybrid dwarfing and photoperiodic sensitivity on tissue culture response (TCR) in wheat";"https://link.springer.com/article/10.1007/BF00015723";"I. M. Ben Amer, A. J. Worland, A. Börner in Euphytica (1996)";"Article";"
      The wheat varieties Chinese Spring, Marquis and Thatcher and...*, differing from the recipient variety in alleles for hybrid dwarfing genes and/or the photoperiodic response genes were analysed for tissue culture...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00015723?format=refman&flavour=citation"
"272";"Stability analysis over seasons and locations of multilines of wheat (Triticum aestivum L.)";"https://link.springer.com/article/10.1007/BF00021149";"K. S. Gill, G. S. Nanda, Gurdev Singh in Euphytica (1984)";"Article";"
      Three multilines each of Kalyansona and PV 18 varieties of wheat were compared for their stability of yield...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00021149?format=refman&flavour=citation"
"273";"The effect of transfers of alien genes for leaf rust resistance on the agronomic and quality characteristics of wheat";"https://link.springer.com/article/10.1007/BF00022601";"D. R. Knott in Euphytica (1989)";"Article";"
      Nine transfers of leaf rust (Puccinia recondita Rob. ex Desm.) resistance to wheat (Triticum aestivum L.) from Agropyron elongatum Host. Beauv., Triticum speltoides Tausch and rye (Secale cereale...L.) were backc...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00022601?format=refman&flavour=citation"
"274";"Genetic control of acquired high temperature tolerance in winter wheat";"https://link.springer.com/article/10.1007/BF01678043";"David R. Porter, Henry T. Nguyen, John J. Burke in Euphytica (1995)";"Article";"
      The development of high temperature-tolerant wheat (Triticum aestivum...L.) germplasm is necessary to improve plant productivity under high-temperature stress environments. The quantification of high temperature ...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF01678043?format=refman&flavour=citation"
"275";"Prehaustorial resistance to the wheat leaf rust fungus, Puccinia triticina, in Triticum monococcum (s.s.)";"https://link.springer.com/article/10.1023/A%3A1026577307163";"Corine C. Anker, Rients E. Niks in Euphytica (2001)";"Article";"
      Diploid wheat, Triticum monococcum...s.l., is a host for the wheat leaf rust fungus, Puccinia triticina.... Some accessions have been reported to show a high degree of prehaustorial resistance. This is non-hypers...
    ";"https://citation-needed.springer.com/v2/references/10.1023/A:1026577307163?format=refman&flavour=citation"
"276";"Relationship between kernel color and protein content of hard red x hard white winter wheat progeny";"https://link.springer.com/article/10.1007/BF00021475";"L. M. Corpuz, G. M. Paulsen, E. G. Heyne in Euphytica (1983)";"Article";"
      Utilization of high-protein hard red wheat germplasm in breeding high-protein hard white winter wheats for the U.S. Great Plains raised...3 and F4...populations from reciprocal crosses and backcrosses involving h...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00021475?format=refman&flavour=citation"
"277";"Improvement of somatic embryogenesis and plant regeneration from durum wheat (Triticum turgidum var. durum Desf.) scutellum and inflorescence cultures";"https://link.springer.com/article/10.1023/A%3A1017587628995";"G.Y. He, P.A. Lazzeri in Euphytica (2001)";"Article";"
      Scutellum and inflorescence explants of four genotypes of durum wheat(Triticum turgidum var. durum Desf.) were used to define culture conditions to obtain high frequencies of embryogenesis and plant regeneration 
    ";"https://citation-needed.springer.com/v2/references/10.1023/A:1017587628995?format=refman&flavour=citation"
"278";"Crossability and embryo rescue enhancement in wide crosses between wheat and three Agropyron species";"https://link.springer.com/article/10.1007/BF00036290";"H. C. Sharma, H. W. Ohm in Euphytica (1990)";"Article";"
      Soft winter wheat lines were crossed with Agropyron intermedium, A. elongatum and A. trichophorum using pollen from single plants of Agropyron spp. to pollinate wheat spikes. Not only species but also individual....
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00036290?format=refman&flavour=citation"
